index,pdfsize,metadata size,xref Length,obj,endobj,JS,Javascript,Class
7533,21,283,10,44,44,0,0,Benign
4588,401,282,115,57,57,0,0,Benign
2505,135,180,77,8,8,1,1,Malicious
2620,15,256,16,4,4,1,1,Malicious
4438,40,344,70,6,6,0,0,Benign
1114,270,289,28,15,15,1,2,Malicious
2846,2048,180,111714,8,8,1,1,Malicious
7195,29,298,12,11,11,0,0,Benign
298,16,180,10,16,16,1,2,Malicious
1675,16,240,31,5,4,0,0,Malicious
6499,1,357,7,6,6,0,0,Benign
7760,95,301,211,203,203,0,0,Benign
6219,78,389,400,97,97,0,0,Benign
6246,52,367,83,37,37,0,0,Benign
6679,155,381,576,40,40,1,2,Benign
7439,23,298,12,50,50,0,0,Benign
3833,45,447,62,61,61,0,0,Benign
229,14,256,16,12,12,1,2,Malicious
76,15,224,20,21,21,0,0,Malicious
3877,64,333,62,36,36,0,0,Benign
5692,74,370,314,120,120,0,0,Benign
7972,17,229,39,36,36,0,0,Benign
8056,69,307,125,36,36,0,0,Benign
2103,9,180,9,7,7,1,2,Malicious
6440,49,337,63,58,58,0,0,Benign
3761,403,273,138,76,76,0,0,Benign
4279,77,265,21,6,6,0,0,Benign
3787,63,340,37,36,36,0,0,Benign
5682,66,364,271,181,181,0,0,Benign
6650,209,401,243,96,96,2,3,Benign
1614,2,218,10,8,8,1,1,Malicious
607,13,180,9,17,17,1,2,Malicious
4233,91,318,70,69,69,0,0,Benign
4836,82,262,21,15,15,0,0,Benign
1093,8,180,10,21,21,0,0,Malicious
6689,186,369,148,155,155,0,0,Benign
2622,9,180,216,7,7,1,1,Malicious
6630,308,416,842,130,130,1,2,Benign
8040,11,278,26,25,25,0,0,Benign
7775,60,303,255,55,55,0,0,Benign
203,9,180,9,13,13,1,2,Malicious
2387,7,180,7,8,8,1,2,Malicious
6735,111,298,27,21,21,0,0,Benign
4714,85,265,21,6,6,0,0,Benign
837,17,180,10,14,14,2,3,Malicious
2934,32,252,35,8,8,1,1,Malicious
7322,28,298,12,33,33,0,0,Benign
8123,17,308,82,59,59,0,0,Benign
1230,2,180,111612,8,8,1,1,Malicious
6222,79,398,224,74,74,0,0,Benign
6918,318,349,305,392,392,0,0,Benign
1609,11,180,16,9,9,1,2,Malicious
7662,124,294,101,104,104,0,0,Benign
7178,17,305,65,32,32,0,0,Benign
5154,81,283,27,32,32,0,0,Benign
7612,25,298,12,27,27,0,0,Benign
4387,82,283,34,12,12,0,0,Benign
2732,12,180,9,5,5,0,0,Malicious
7815,14,301,70,47,47,0,0,Benign
4237,76,262,21,6,6,0,0,Benign
6292,65,393,495,52,52,0,0,Benign
5436,75,262,21,95,95,0,0,Benign
4827,76,283,33,33,33,0,0,Benign
7014,101,317,2457,45,45,0,0,Benign
3898,38,351,154,153,153,0,0,Benign
6251,60,394,265,374,374,2,3,Benign
7294,25,297,37,36,36,0,0,Benign
3527,33,561,107,19,19,0,0,Malicious
5274,92,283,31,124,124,0,0,Benign
657,7,180,11,19,19,0,0,Malicious
790,1,180,111113,14,14,2,3,Malicious
3206,33,551,107,10,10,2,3,Malicious
4985,95,262,21,33,33,0,0,Benign
8168,39,352,18,8,8,1,1,Malicious
2561,6,180,16,8,8,1,1,Malicious
2640,720,180,6,4,4,1,1,Malicious
1359,11,180,36,9,9,1,2,Malicious
6018,96,355,922,319,319,2,3,Benign
2347,463,271,49,4,4,1,1,Malicious
6927,399,351,393,372,372,0,0,Benign
3279,8,180,10,11,11,1,2,Malicious
2781,769,267,22,9,9,1,1,Malicious
3396,46,180,11,14,14,1,1,Malicious
6021,42,392,84,205,205,1,2,Benign
6224,86,376,432,133,133,1,2,Benign
7805,31,288,38,41,41,0,0,Benign
7156,100,273,97,57,57,0,0,Benign
6602,188,341,1382,274,274,1,2,Benign
615,2,222,15,19,19,0,0,Malicious
2575,9,180,34,9,9,1,1,Malicious
6264,89,379,334,217,217,2,3,Benign
2314,10,258,31,4,4,1,1,Malicious
1705,15,256,16,9,9,1,2,Malicious
5813,66,397,775,98,98,2,2,Benign
3956,51,307,49,48,48,0,0,Benign
6984,185,317,82,42,42,0,0,Benign
1780,3,220,12,9,9,1,2,Malicious
6725,132,283,63,62,62,0,0,Benign
803,8,180,10,12,12,2,3,Malicious
857,10,180,9,21,21,2,4,Malicious
4677,95,436,150,11,11,0,0,Benign
7209,103,286,22,7,7,0,0,Benign
990,3,218,10,10,10,1,1,Malicious
5998,87,377,589,369,369,8,8,Benign
7817,15,302,64,51,51,0,0,Benign
8137,38,311,200005,4,4,1,1,Malicious
8039,25,252,35,32,32,0,0,Benign
219,9,294,10,19,19,0,0,Malicious
5263,34,250,20,13,13,0,0,Benign
1288,16,180,10,4,4,1,1,Malicious
3163,8,180,10,0,1,0,0,Malicious
582,17,345,29,13,13,2,3,Malicious
2618,29,310,18,9,9,1,1,Malicious
43,12,180,8,30,30,1,2,Malicious
1234,14,224,20,9,9,1,1,Malicious
5780,75,352,1091,88,88,2,3,Benign
3601,12,224,20,15,15,3,4,Malicious
3438,4,201,79,3,3,1,2,Malicious
7919,208,252,142,214,214,0,0,Benign
1892,3,256,16,5,5,1,1,Malicious
4993,98,283,38,21,21,0,0,Benign
7169,142,295,100,99,99,0,0,Benign
4689,83,272,21,24,24,0,0,Benign
6765,137,282,43,33,33,0,0,Benign
1071,3,250,15,11,11,3,4,Malicious
718,9,180,9,17,17,1,2,Malicious
2364,9,180,216,9,9,1,1,Malicious
1505,15,224,20,80,80,3,4,Malicious
3771,92,262,21,6,6,0,0,Benign
670,5,218,10,13,13,2,3,Malicious
5324,32,298,12,38,38,0,0,Benign
2952,4,496,14,9,9,1,1,Malicious
7411,178,180,1068,6,6,0,0,Benign
6549,17,360,37,36,36,0,0,Benign
4755,81,262,21,21,21,0,0,Benign
897,95,180,9,20,20,1,2,Malicious
6589,125,434,1452,168,168,1,2,Benign
2666,4,180,8,9,9,1,2,Malicious
3193,9,180,9,26,26,0,0,Malicious
2890,6,250,15,9,9,1,1,Malicious
4475,83,265,21,31,31,0,0,Benign
1530,12,180,9,7,7,1,2,Malicious
5929,92,398,580,237,237,0,0,Benign
6844,201,343,169,74,74,0,0,Benign
6834,296,305,540,116,116,0,0,Benign
6536,5,357,9,8,8,0,0,Benign
3994,68,389,163,162,162,0,0,Benign
4546,60,404,88,124,124,0,0,Benign
3931,78,307,69,68,68,0,0,Benign
3524,4,180,13,29,29,1,1,Malicious
6250,78,394,260,378,378,2,3,Benign
1874,17,258,10,9,9,1,1,Malicious
2370,131,271,37,9,9,1,2,Malicious
1769,14,257,16,4,4,1,1,Malicious
5962,60,361,83,94,94,2,3,Benign
4015,41,299,29,28,28,0,0,Benign
1983,5,180,8,9,9,1,2,Malicious
531,2,180,10,15,15,2,3,Malicious
8116,62,298,100,138,138,0,0,Benign
6195,68,408,335,123,123,2,3,Benign
5103,96,272,21,6,6,0,0,Benign
2881,17,245,10,9,9,1,2,Malicious
81,9,180,9,17,17,1,2,Malicious
4078,57,358,43,42,42,0,0,Benign
6662,134,394,1893,85,85,1,2,Benign
6716,283,365,220,71,71,0,0,Benign
2163,7,243,10,4,4,1,1,Malicious
731,41,180,11,14,13,0,1,Malicious
2339,3,250,15,9,8,2,3,Malicious
5964,47,358,202,86,86,0,0,Benign
2232,54,226,38,9,9,1,1,Malicious
3944,46,299,34,33,33,0,0,Benign
3799,58,370,74,50,50,0,0,Benign
7995,29,252,40,52,52,0,0,Benign
5194,83,265,21,34,34,0,0,Benign
4715,79,265,21,131,131,0,0,Benign
7571,17,298,13,27,27,0,0,Benign
4355,59,262,21,6,6,0,0,Benign
6643,278,417,396,109,109,2,3,Benign
2705,6,307,18,9,9,1,1,Malicious
1255,17,180,10,9,9,2,3,Malicious
2104,4,180,8,9,9,1,2,Malicious
6906,170,406,699,65,65,0,0,Benign
4512,46,296,43,42,42,0,0,Benign
4508,82,265,21,11,11,0,0,Benign
898,14,256,16,21,21,5,6,Malicious
428,1,180,111612,16,17,3,4,Malicious
5673,92,375,679,61,61,0,0,Benign
4322,83,283,24,23,23,0,0,Benign
6494,63,348,33,32,32,2,2,Benign
7413,24,298,12,32,32,0,0,Benign
1222,15,224,20,8,8,1,1,Malicious
3424,47,571,107,14,14,2,3,Malicious
6418,332,319,2093,477,477,0,0,Benign
5887,96,362,588,97,97,0,0,Benign
5272,83,283,25,12,12,0,0,Benign
7589,123,265,24,45,45,0,0,Benign
6188,54,431,100,77,77,2,3,Benign
1621,2,180,111714,9,9,1,1,Malicious
7313,26,298,12,81,81,0,0,Benign
3164,41,180,11,25,25,1,1,Malicious
4207,31,319,19,18,18,0,0,Benign
6537,5,352,9,8,8,0,0,Benign
1096,250,180,6,10,10,1,2,Malicious
2715,15,180,10,9,10,1,1,Malicious
2072,5,180,18,9,9,1,2,Malicious
7397,102,283,30,45,45,0,0,Benign
5366,77,283,32,6,6,0,0,Benign
6805,209,315,71,11,11,0,0,Benign
6856,139,333,87,89,89,0,0,Benign
6901,169,332,518,406,406,1,1,Benign
2588,7,201,996,9,9,1,2,Malicious
6540,1,353,8,7,7,0,0,Benign
1788,149,180,62,8,8,1,1,Malicious
6850,184,305,929,148,148,0,0,Benign
4421,84,262,21,11,11,0,0,Benign
528,11,258,31,13,13,3,4,Malicious
4180,78,336,88,87,87,0,0,Benign
192,8,180,10,15,15,1,2,Malicious
7417,21,240,14,31,31,0,0,Benign
1126,2048,256,15,15,15,2,3,Malicious
5979,67,408,392,280,280,0,0,Benign
6367,314,413,703,523,523,1,2,Benign
3624,15,180,10,18,18,2,3,Malicious
304,22,256,16,19,19,0,0,Malicious
5229,80,272,21,11,11,0,0,Benign
1292,15,394,27,8,8,1,1,Malicious
70,8,180,10,10,10,1,1,Malicious
3715,31,319,39,38,38,0,0,Benign
4678,97,467,191,144,144,0,0,Benign
2687,33,579,107,8,8,1,1,Malicious
3528,8,180,10,27,27,2,3,Malicious
3816,343,210,31,30,30,0,0,Benign
831,30,256,16,19,19,0,0,Malicious
4903,73,283,22,6,6,0,0,Benign
1456,111,256,73,8,8,1,1,Malicious
2607,71,180,9,9,9,1,1,Malicious
5012,97,283,31,14,14,0,0,Benign
238,44,180,12,10,10,1,1,Malicious
92,17,180,10,13,13,2,3,Malicious
2977,13,224,20,9,9,1,2,Malicious
4119,68,342,72,36,36,0,0,Benign
4816,396,330,1435,39,39,0,0,Benign
5635,68,248,67,70,70,0,0,Benign
4506,88,262,21,37,37,0,0,Benign
4516,73,283,21,224,224,0,0,Benign
5514,57,226,284,66,66,0,0,Benign
4325,332,272,33,18,18,0,0,Benign
5162,87,262,21,23,23,0,0,Benign
1001,2,196,15,25,25,1,1,Malicious
4240,87,354,398,213,213,0,0,Benign
7846,17,229,21,25,25,0,0,Benign
2377,6,241,10,9,9,1,1,Malicious
4587,311,282,101,104,104,0,0,Benign
4922,80,262,21,34,34,0,0,Benign
6745,251,282,71,33,33,0,0,Benign
3360,6,250,15,10,10,1,1,Malicious
3246,9,180,9,0,0,1,1,Malicious
7039,262,273,252,117,117,0,0,Benign
1532,11,256,16,9,9,1,1,Malicious
2410,67,180,10,9,9,2,3,Malicious
4974,87,283,29,11,11,0,0,Benign
411,17,250,15,10,10,1,1,Malicious
5180,394,317,208,11,11,0,0,Benign
7853,14,229,40,27,27,0,0,Benign
3922,33,303,25,24,24,0,0,Benign
2805,17,333,29,9,9,1,1,Malicious
7563,22,298,12,6,6,0,0,Benign
6032,76,389,401,276,276,0,1,Benign
3082,17,362,27,5,4,0,0,Malicious
4545,39,384,130,75,75,0,0,Benign
1736,3,218,10,9,9,1,2,Malicious
6149,92,386,735,63,63,0,0,Benign
5169,32,260,12,30,30,0,0,Benign
7471,26,298,12,37,37,0,0,Benign
6480,141,304,13,12,12,0,0,Benign
6245,80,346,492,101,101,0,0,Benign
5700,67,352,369,49,49,0,0,Benign
633,9,180,9,24,24,5,6,Malicious
3021,8,180,11,33,33,0,0,Malicious
498,9,180,9,12,12,2,3,Malicious
5953,89,378,317,44,44,0,0,Benign
2463,7,239,10,59,59,0,0,Malicious
4610,63,298,13,27,27,0,0,Benign
637,232,180,6,19,19,0,0,Malicious
720,2048,180,16,10,10,1,2,Malicious
288,2,180,14,10,10,1,1,Malicious
757,15,224,20,25,25,1,2,Malicious
4393,89,460,80,6,6,0,0,Benign
8130,32,328,20,9,9,1,1,Malicious
3089,828,180,9,8,8,2,3,Malicious
4466,84,283,37,70,70,0,0,Benign
4866,70,226,63,33,33,0,0,Benign
4914,79,283,29,24,24,0,0,Benign
449,9,180,9,10,10,1,1,Malicious
596,16,180,10,17,17,1,1,Malicious
4100,41,335,26,25,25,0,0,Benign
5995,85,376,599,172,172,0,1,Benign
1068,2,180,10,14,14,2,3,Malicious
1942,7,180,10,9,9,1,2,Malicious
1647,131,180,9,9,9,1,1,Malicious
494,6,211,18,19,19,0,0,Malicious
5395,86,283,27,30,30,0,0,Benign
2700,2,180,111612,7,6,1,1,Malicious
1700,1,180,10,9,9,1,2,Malicious
6594,195,430,1250,84,84,2,3,Benign
6831,207,305,507,137,137,0,0,Benign
4863,75,262,21,33,33,0,0,Benign
6945,311,295,74,75,75,0,0,Benign
2942,16,180,10,8,8,1,2,Malicious
6711,231,281,40,27,27,0,0,Benign
5251,77,262,21,33,33,0,0,Benign
3982,65,414,75,74,74,0,0,Benign
2123,7,180,11,76,76,2,4,Malicious
4246,78,272,21,6,6,0,0,Benign
86,15,256,16,17,17,1,2,Malicious
2308,80,180,10,8,8,1,1,Malicious
2677,154,180,6,8,8,1,1,Malicious
7935,207,302,437,104,104,0,0,Benign
6482,2091,310,103,102,102,7,7,Benign
6814,105,283,52,6,6,0,0,Benign
2594,78,319,53,4,4,1,1,Malicious
3844,32,319,64,63,63,0,0,Benign
3058,409,230,21,5,4,0,0,Malicious
1029,8,180,11,12,12,1,2,Malicious
136,4,180,8,19,19,0,0,Malicious
2876,296,273,26,74,74,1,2,Malicious
4607,75,272,21,46,46,0,0,Benign
7303,27,298,12,12,12,0,0,Benign
2144,9,180,9,9,9,1,2,Malicious
7334,26,298,12,30,30,0,0,Benign
6464,79,382,624,19,19,0,0,Benign
5146,60,262,21,28,28,0,0,Benign
3433,49,192,30,0,1,0,0,Malicious
1200,10,256,16,8,8,1,1,Malicious
2025,8,180,11,95,95,4,5,Malicious
621,9,180,9,15,15,1,2,Malicious
7449,27,298,12,47,47,0,0,Benign
566,5,246,16,12,12,2,3,Malicious
7120,186,304,75,73,73,0,0,Benign
1837,11,180,45,8,8,1,1,Malicious
1334,22,180,3333,9,9,1,2,Malicious
5736,87,353,446,161,161,0,0,Benign
7788,21,288,124,30,30,0,0,Benign
2099,6,180,10,9,9,1,2,Malicious
4002,59,335,39,38,38,0,0,Benign
5100,75,262,21,24,24,0,0,Benign
6276,77,379,305,104,104,0,0,Benign
6382,93,341,1307,126,126,0,0,Benign
1688,1125,226,12,9,9,1,1,Malicious
745,4,480,13,21,21,5,6,Malicious
5610,93,311,838,201,201,0,0,Benign
7874,143,298,147,45,45,0,0,Benign
2187,4,180,9,6,6,1,1,Malicious
195,1,180,111612,15,15,1,2,Malicious
1152,6,248,10,11,11,1,2,Malicious
3570,96,275,32,22,22,0,0,Malicious
5407,71,465,202,52,52,0,0,Benign
802,18,240,31,10,10,1,1,Malicious
6705,160,210,18,17,17,0,0,Benign
2350,9,180,9,74,74,1,1,Malicious
4292,96,556,965,34,34,0,0,Benign
5159,80,283,30,38,38,0,0,Benign
7415,124,262,24,7,6,0,0,Benign
5306,33,298,12,288,288,0,0,Benign
2068,8,250,10,9,9,1,2,Malicious
2907,12,180,77,9,9,2,3,Malicious
7820,13,252,32,25,25,0,0,Benign
7117,181,304,73,71,71,0,0,Benign
644,8,180,10,10,10,1,2,Malicious
7378,28,260,12,24,24,0,0,Benign
6145,75,375,768,292,292,0,0,Benign
6685,116,397,750,201,201,0,1,Benign
4105,46,334,31,30,30,0,0,Benign
5702,95,332,596,64,64,0,0,Benign
4505,79,265,21,29,29,0,0,Benign
120,8,180,11,12,12,2,3,Malicious
1777,138,256,73,9,9,1,1,Malicious
2981,23,22688,4,9,9,1,1,Malicious
4374,97,283,31,6,6,0,0,Benign
3074,367,180,25,8,8,1,1,Malicious
6578,113,340,521,193,193,2,3,Benign
4900,76,283,27,30,30,0,0,Benign
7150,164,304,111,109,109,0,0,Benign
3035,10,256,16,9,9,1,2,Malicious
2135,4,220,12,9,9,1,2,Malicious
5693,40,370,113,101,101,0,0,Benign
5006,89,283,24,30,30,0,0,Benign
134,13,180,9,19,19,0,0,Malicious
7234,25,298,12,11,11,0,0,Benign
5111,80,283,28,11,11,0,0,Benign
4454,88,283,27,11,11,0,0,Benign
5199,42,323,376,6,6,0,0,Benign
6194,72,353,216,269,269,2,3,Benign
1162,149,316,45,15,15,1,1,Malicious
2559,2,250,15,9,9,1,1,Malicious
62,23,277,26,25,25,2,3,Malicious
6029,94,448,551,86,86,0,0,Benign
7128,134,304,67,67,67,0,0,Benign
4410,84,283,33,6,6,0,0,Benign
1642,3,180,9,5,4,0,0,Malicious
6138,78,400,157,94,94,1,2,Benign
2467,37,180,11,8,8,1,1,Malicious
679,14,224,20,21,21,5,6,Malicious
4582,46,282,29,41,41,0,0,Benign
741,14,180,10,10,10,1,1,Malicious
1211,10,180,70,4,4,1,1,Malicious
2170,7,239,10,8,8,1,1,Malicious
8031,30,290,86,32,32,0,0,Benign
5609,36,546,231,45,45,0,0,Benign
5755,68,380,462,94,94,0,0,Benign
2900,4,246,16,8,8,1,1,Malicious
3258,8,239,10,12,12,0,0,Malicious
567,37,180,11,19,19,0,0,Malicious
1873,11,267,19,4,4,1,1,Malicious
648,9,180,9,14,14,2,3,Malicious
2596,647,276,459,9,9,1,1,Malicious
1717,10,180,9,9,9,1,2,Malicious
6784,103,283,50,29,29,0,0,Benign
2843,68,281,23,9,9,1,1,Malicious
1392,18,250,15,46,46,3,4,Malicious
7943,273,311,710,39,39,0,0,Benign
3806,372,300,630,629,629,0,0,Benign
5461,379,192,64,33,33,0,0,Benign
3617,3,180,8,10,9,2,3,Malicious
7767,22,287,128,32,32,0,0,Benign
489,33,32762,4,19,19,0,0,Malicious
493,36,258,10,19,19,0,0,Malicious
690,8,180,1991,10,10,1,1,Malicious
5746,96,391,1339,844,844,0,0,Benign
602,26,246,10,19,19,0,0,Malicious
1911,2,180,9,8,8,0,0,Malicious
7282,17,260,12,12,12,0,0,Benign
2880,3,180,8,9,9,1,2,Malicious
8057,44,297,85,44,44,0,0,Benign
5815,32,385,136,103,103,0,0,Benign
5819,402,437,1296,63,63,1,1,Benign
3921,38,310,58,57,57,0,0,Benign
7155,22,267,33,32,32,0,0,Benign
2366,8,180,9,9,9,1,1,Malicious
6972,239,385,69,77,77,3,0,Benign
1187,12,180,9,8,8,1,1,Malicious
274,15,180,10,27,27,5,6,Malicious
5030,52,298,17,6,6,0,0,Benign
4726,79,262,21,54,54,0,0,Benign
1361,12,180,9,9,9,1,2,Malicious
7460,120,277,86,6,6,0,0,Benign
1526,2,180,111714,8,8,1,1,Malicious
5814,67,371,566,72,72,0,0,Benign
4786,79,262,21,9,9,0,0,Benign
8067,26,285,54,39,39,0,0,Benign
1551,133,180,9,9,9,1,1,Malicious
330,6,256,19,19,19,0,0,Malicious
7702,246,296,138,62,62,0,0,Benign
1337,2,180,8,9,9,1,1,Malicious
8007,52,252,91,326,326,0,0,Benign
945,11,180,9,14,13,0,1,Malicious
8071,39,288,158,36,36,0,0,Benign
2250,7,239,10,9,9,1,1,Malicious
6443,44,466,53,352,352,0,0,Benign
801,4,180,14,14,14,3,4,Malicious
7060,21,285,43,27,27,0,0,Benign
2346,16,180,77,8,8,1,1,Malicious
68,7,250,15,10,10,1,1,Malicious
6008,64,454,162,196,196,0,1,Benign
5904,43,362,156,53,53,0,0,Benign
2784,16,180,10,74,74,1,1,Malicious
1598,15,224,20,6,6,1,1,Malicious
5190,92,262,21,11,11,0,0,Benign
4830,36,298,12,33,33,0,0,Benign
6900,132,346,131,105,105,0,0,Benign
1503,1,180,111113,9,9,1,2,Malicious
6417,82,276,107,150,150,0,0,Benign
150,1,180,111113,19,19,0,0,Malicious
2804,1,180,111612,42,42,0,0,Malicious
3968,53,318,57,56,56,0,0,Benign
2086,95,180,9,9,9,1,2,Malicious
7465,25,298,12,54,54,1,0,Benign
2259,17,229,31,9,9,1,1,Malicious
4113,76,463,56,49,49,0,0,Benign
4058,59,403,56,55,55,0,0,Benign
6317,72,397,1108,303,303,0,0,Benign
6125,48,355,317,795,795,0,0,Benign
859,14,180,10,19,19,0,0,Malicious
3767,50,285,83,82,82,0,0,Benign
5102,56,272,21,47,47,0,0,Benign
4996,74,262,21,12,12,0,0,Benign
4923,31,298,17,12,12,0,0,Benign
4220,58,344,413,44,44,0,0,Benign
6091,80,371,401,72,72,0,0,Benign
366,3,180,111614,17,17,1,1,Malicious
1432,2048,309,10,9,9,1,1,Malicious
4404,85,265,21,29,29,0,0,Benign
5749,76,380,1033,148,148,0,0,Benign
3578,37,180,11,184,184,1,1,Malicious
1779,30,294,18,9,9,1,1,Malicious
4685,89,262,21,23,23,0,0,Benign
6579,22,396,233,217,217,1,2,Benign
4273,98,283,35,34,34,0,0,Benign
1818,26,294,96,8,8,1,1,Malicious
5242,71,262,21,58,58,0,0,Benign
841,7,247,19,11,11,3,4,Malicious
2704,20,180,10,9,9,1,1,Malicious
1189,2,180,111612,9,9,1,1,Malicious
175,15,180,10,14,14,2,3,Malicious
5837,42,344,124,37,37,1,1,Benign
7704,275,252,191,37,37,0,0,Benign
617,10,256,16,11,11,3,4,Malicious
2093,6,300,15,9,9,1,2,Malicious
3308,8,180,10,12,12,1,1,Malicious
6734,124,283,44,11,11,0,0,Benign
3491,7,180,10,13,13,2,3,Malicious
6598,159,494,945,125,125,2,3,Benign
82,17,352,25,25,25,1,1,Malicious
7802,35,288,33,46,46,0,0,Benign
3208,6,180,10,14,14,1,1,Malicious
816,8,180,10,31,31,1,1,Malicious
1030,11,256,16,14,14,2,3,Malicious
5223,77,265,21,29,29,0,0,Benign
300,10,256,16,20,20,1,2,Malicious
4562,84,283,32,11,11,0,0,Benign
1472,23,277,30,8,8,1,1,Malicious
283,8,180,10,15,15,2,3,Malicious
2028,31,255,10,9,9,1,2,Malicious
4411,94,283,33,6,6,0,0,Benign
5026,32,298,12,135,135,0,0,Benign
6495,6,347,11,10,10,0,0,Benign
2915,8,180,13,9,9,1,1,Malicious
1813,16,248,10,9,9,1,2,Malicious
1271,15,224,20,7,7,1,1,Malicious
7673,25,283,39,17,17,0,0,Benign
3891,87,347,88,27,27,0,0,Benign
4731,85,283,24,6,6,0,0,Benign
6101,99,416,725,124,124,0,0,Benign
7151,237,304,139,130,130,0,0,Benign
3817,55,345,220,219,219,0,0,Benign
3150,40,395,63,65,65,0,0,Malicious
820,11,180,16,19,19,0,0,Malicious
2313,7,239,10,39,39,0,0,Malicious
2008,38,180,11,9,9,1,2,Malicious
4942,78,283,26,26,26,0,0,Benign
2642,9,180,9,5,5,1,1,Malicious
7800,44,288,433,55,55,0,0,Benign
3834,93,402,101,100,100,0,0,Benign
7463,19,268,14,17,17,0,0,Benign
2305,8,285,17,8,8,0,0,Malicious
4701,68,262,21,60,60,0,0,Benign
7596,25,260,12,35,35,0,0,Benign
99,15,224,20,11,11,3,4,Malicious
6289,85,368,592,45,45,0,0,Benign
744,4,220,12,21,21,5,6,Malicious
7865,29,229,40,29,29,0,0,Benign
7576,28,260,12,31,31,0,0,Benign
4127,82,273,86,48,48,0,0,Benign
480,17,180,10,26,25,1,2,Malicious
5426,72,262,21,34,34,0,0,Benign
7945,95,296,1148,84,84,0,0,Benign
7290,27,260,12,24,24,0,0,Benign
1157,3,218,12,21,21,1,1,Malicious
6858,168,305,565,98,98,0,0,Benign
5452,81,262,21,65,65,0,0,Benign
6047,84,370,202,111,111,0,0,Benign
1437,12,180,9,5,5,1,1,Malicious
2414,9,180,9,4,4,1,1,Malicious
3554,6,180,7,0,0,1,0,Malicious
5332,81,265,21,11,11,0,0,Benign
402,4,402,14,12,12,1,2,Malicious
5570,79,305,606,73,73,0,0,Benign
2195,8,180,10,4,4,1,1,Malicious
949,9,180,9,22,22,1,1,Malicious
4013,54,335,33,32,32,0,0,Benign
2067,305,180,9,9,9,1,2,Malicious
4253,82,283,30,29,29,0,0,Benign
5743,79,382,779,50,50,2,3,Benign
668,8,180,11,32,32,2,2,Malicious
218,1,180,111113,15,15,1,2,Malicious
3366,9,180,9,14,14,1,1,Malicious
7885,114,254,56,65,65,0,0,Benign
1962,8,256,22,9,9,1,2,Malicious
5213,43,286,16,12,12,0,0,Benign
5938,85,353,500,146,146,38,38,Benign
2213,605,180,127,8,8,1,1,Malicious
2633,26,25622,5,9,9,1,1,Malicious
1659,15,180,10,6,6,1,1,Malicious
6653,178,341,783,534,534,1,2,Benign
5494,55,305,355,44,44,0,0,Benign
5434,76,286,11,6,6,0,0,Benign
5617,74,276,67,22,22,0,0,Benign
2145,6,180,10,9,9,1,2,Malicious
777,8,180,11,19,19,1,1,Malicious
2434,7,180,13,9,9,1,2,Malicious
3066,58,321,25,9,9,1,1,Malicious
8165,9,376,20,9,9,1,1,Malicious
5825,71,329,65,34,34,0,0,Benign
5884,95,348,896,86,86,0,0,Benign
4684,340,277,86,40,40,0,0,Benign
4981,90,283,27,39,39,0,0,Benign
1491,16,180,10,8,7,1,1,Malicious
3545,8,180,11,20,20,0,0,Malicious
3153,53,433,56,53,53,0,0,Malicious
3942,38,299,27,26,26,0,0,Benign
6013,83,456,505,105,105,0,0,Benign
4955,39,298,17,143,143,0,0,Benign
6492,6,374,9,8,8,0,0,Benign
4746,70,262,21,9,9,0,0,Benign
3641,15,224,20,15,15,3,4,Malicious
517,5,218,10,10,10,1,1,Malicious
4112,65,401,51,50,50,0,0,Benign
5418,88,262,21,28,28,0,0,Benign
4630,82,283,34,6,6,0,0,Benign
6067,331,399,398,54,54,0,0,Benign
7965,19,229,50,46,46,0,0,Benign
6271,384,401,1223,73,73,0,0,Benign
1415,12,367,23,8,8,1,1,Malicious
568,4,180,14,3,3,1,2,Malicious
360,38,180,11,29,29,1,1,Malicious
6538,28,348,9,8,8,0,0,Benign
7050,146,303,116,56,56,0,0,Benign
5339,80,262,21,52,52,0,0,Benign
4266,84,283,33,32,32,0,0,Benign
3100,34,433,70,69,69,0,0,Malicious
6422,50,318,203,238,238,0,0,Benign
759,8,180,10,30,30,3,4,Malicious
3548,8,180,10,18,18,0,0,Malicious
5347,92,262,21,12,12,0,0,Benign
7699,392,268,178,35,35,0,0,Benign
7896,181,271,44,91,91,0,0,Benign
6644,178,361,1168,248,248,2,3,Benign
7930,27,289,49,80,80,0,0,Benign
214,5,218,10,14,14,2,3,Malicious
3662,14,256,16,10,9,2,3,Malicious
3960,54,401,134,133,133,0,0,Benign
5950,67,365,297,45,45,0,0,Benign
3857,61,275,29,28,28,0,0,Benign
7177,27,305,114,41,41,0,0,Benign
7779,20,288,89,34,34,0,0,Benign
4184,87,341,202,201,201,0,0,Benign
1473,3,180,111612,9,9,1,1,Malicious
2244,4,180,11,9,9,2,3,Malicious
725,14,180,10,17,17,1,1,Malicious
4663,76,265,21,6,6,0,0,Benign
3560,8,180,10,22,22,1,2,Malicious
49,2,180,111714,19,19,0,0,Malicious
6414,76,331,89,114,114,0,0,Benign
6599,265,471,515,1342,1342,2,3,Benign
3130,33,423,71,71,71,0,0,Malicious
887,12,307,10,19,19,0,0,Malicious
7166,121,273,114,70,70,0,0,Benign
6635,205,425,208,178,178,2,3,Benign
2893,9,180,17,8,8,1,1,Malicious
5665,82,358,544,132,132,0,0,Benign
7396,104,283,46,11,11,0,0,Benign
516,34,180,16,10,10,1,2,Malicious
