index,pdfsize,metadata size,xref Length,obj,endobj,JS,Javascript
7259,149,265,24,24,24,0,0
3955,50,310,32,31,31,0,0
468,17,250,15,19,19,0,0
1882,2048,180,16,8,8,1,1
5075,68,283,39,11,11,0,0
308,2,195,15,11,11,3,4
8188,38,338,200006,9,9,1,1
7964,23,288,128,110,110,0,0
6369,67,456,747,262,262,0,0
6113,98,333,870,77,77,0,0
4633,71,272,21,6,6,0,0
866,5,180,16,15,15,1,2
5556,90,226,702,86,86,0,0
5902,79,416,320,318,318,4,5
1501,14,224,20,95,95,4,5
7844,31,229,37,71,71,0,0
5862,77,390,347,45,45,0,0
1315,15,256,16,9,9,1,1
5838,51,354,140,105,105,0,0
2272,10,180,45,6,5,0,1
80,15,180,10,35,35,0,0
3885,60,414,83,82,82,0,0
641,8,180,11,21,21,0,0
4478,78,262,21,29,29,0,0
5891,60,379,391,61,61,0,0
3558,8,180,13,14,14,3,4
1400,16,180,10,9,9,1,2
2487,4,180,9,9,9,1,1
1632,113,295,37,8,8,1,1
2521,8,180,11,9,10,1,1
4299,66,265,21,6,6,0,0
2771,12,180,77,9,9,1,2
2221,8,180,16,8,8,1,1
6739,150,265,27,55,55,0,0
7245,28,298,12,26,26,0,0
1074,1,180,111714,16,16,1,2
1302,14,256,16,8,8,1,1
4467,85,283,24,36,36,0,0
6096,44,426,141,71,71,0,0
1123,10,278,19,19,19,0,0
2592,244,343,21,59,59,0,0
118,216,280,52,15,15,1,2
7299,21,298,13,11,11,0,0
1127,10,258,31,14,14,2,3
2970,15,224,20,5,5,1,1
2373,566,180,127,354,354,1,1
5246,89,272,21,20,20,0,0
1295,1,180,111714,9,9,1,2
2499,14,256,16,4,4,1,1
4209,319,319,185,184,184,0,0
5050,84,283,25,205,205,0,0
4634,61,494,76,6,6,0,0
5674,66,332,285,61,61,0,0
879,19,240,31,10,10,1,1
3254,5,218,10,21,21,2,4
3305,9,299,10,10,10,1,1
3143,43,389,55,60,60,0,0
2456,4,250,15,9,9,1,1
7963,23,298,96,53,53,0,0
7640,103,283,28,11,11,0,0
7295,15,285,24,36,36,0,0
8086,15,229,28,50,50,0,0
5057,74,262,21,42,42,0,0
1730,17,180,10,7,6,1,2
6127,60,357,516,37,37,0,0
2684,8,180,10,5,5,1,1
6547,1,370,7,6,6,0,0
4774,89,283,25,26,26,0,0
4287,76,283,24,23,23,0,0
1850,2,180,8,8,8,1,1
1732,12,180,9,7,7,1,1
6835,135,305,520,114,114,0,0
1511,13,392,23,9,9,1,1
4047,57,379,42,41,41,0,0
3463,7,250,15,18,12,1,1
2580,3,218,10,9,9,1,2
5202,78,262,21,116,116,0,0
6946,375,357,32,74,74,0,0
5639,46,529,414,522,522,0,0
618,8,180,11,15,15,2,3
4550,37,298,12,26,26,0,0
2080,4,196,28,9,9,1,2
4595,80,265,21,12,12,0,0
773,1,180,111612,12,12,2,3
6460,61,425,65,204,204,0,0
3639,11,224,20,14,14,3,4
1811,13,180,348,4,4,1,1
1720,275,296,81,8,8,1,1
50,16,180,10,11,11,3,4
7854,191,229,164,50,50,0,0
733,4,180,14,11,11,1,2
245,14,224,20,15,15,2,3
5527,56,305,371,70,70,0,0
179,7,239,10,15,15,1,2
7067,22,285,39,25,25,0,0
17,8,235,16,15,15,1,2
2273,7,256,16,8,8,1,1
4280,90,262,21,6,6,0,0
2586,5,256,19,8,8,1,1
8082,26,229,51,39,39,0,0
5414,56,442,205,9,9,0,0
6570,0,180,7,6,6,0,0
1740,3,180,47,9,9,1,1
3053,51,326,21,9,9,1,2
7499,24,298,12,12,12,0,0
7058,253,273,108,107,107,0,0
4661,77,262,21,45,45,0,0
1281,17,180,10,4,4,1,1
511,15,180,10,24,24,1,2
321,5,201,79,14,14,2,3
2215,17,250,15,9,9,1,2
7824,65,229,80,29,29,0,0
3932,53,307,53,52,52,0,0
7971,35,229,78,44,44,0,0
7222,130,226,56,55,55,0,0
7141,152,304,84,82,82,0,0
5059,86,283,32,6,6,0,0
7575,19,260,12,39,39,0,0
3196,4,377,13,12,12,2,3
8059,40,295,232,28,28,0,0
4377,86,283,29,126,126,0,0
3905,95,581,171,29,29,0,0
7452,21,260,12,11,11,0,0
2522,8,180,10,4,4,1,1
7093,26,284,56,15,15,0,0
7879,43,307,306,40,40,0,0
7986,19,229,50,71,71,0,0
6636,113,343,1076,100,100,2,3
7913,319,291,1003,441,441,0,0
2189,128,311,126,8,8,1,1
7122,208,304,101,94,94,0,0
7735,25,296,292,39,39,0,0
7481,157,299,634,6,6,0,0
3357,9,180,9,12,12,0,0
5784,79,411,476,80,80,0,0
1465,1,180,111113,4,4,1,1
6808,114,283,46,33,33,0,0
1405,15,180,10,9,9,1,2
1346,3,256,16,9,9,1,1
7650,109,296,169,57,57,0,0
1971,5,180,16,9,9,1,2
4317,59,283,25,24,24,0,0
4716,77,262,21,122,122,0,0
4890,97,283,32,32,32,0,0
5711,70,367,466,123,123,0,0
3870,71,333,66,38,38,0,0
4762,48,450,111,36,36,0,0
4141,61,316,48,47,47,0,0
4103,67,376,45,44,44,0,0
6714,247,354,988,194,194,0,0
1729,23,277,30,9,9,1,1
6824,186,265,27,49,49,0,0
2929,26,25548,5,9,9,1,1
8097,35,294,196,39,39,0,0
435,8,180,10,29,29,1,1
3849,34,307,36,35,35,0,0
3479,80,180,9,19,19,0,0
5345,90,286,22,9,9,0,0
4320,63,262,21,6,6,0,0
4192,51,354,50,49,49,0,0
8091,10,279,32,35,35,0,0
1566,2,180,10,35,35,1,1
1905,3,180,10,9,9,1,2
3704,39,290,239,39,39,0,0
2321,1150,269,15,9,9,1,2
5405,95,492,137,273,273,0,0
4800,80,283,31,9,9,0,0
6204,94,386,721,151,151,0,0
1677,12,224,20,9,9,1,2
2860,14,224,20,8,8,1,1
4028,55,424,39,38,38,0,0
3666,121,180,77,14,14,2,3
2354,566,180,127,9,9,1,1
5783,93,413,504,66,66,0,0
3590,85,180,127,16,17,3,4
486,9,180,9,32,32,2,2
5317,59,283,23,6,6,0,0
199,16,180,10,114,114,2,2
1669,14,224,20,7,7,2,3
6556,4,374,36,35,35,0,0
1373,14,224,20,5,4,0,0
3509,8,226,18,259,259,0,0
7727,357,294,150,45,45,0,0
2513,120,180,77,8,8,1,1
5671,74,370,507,110,110,0,0
3792,72,382,87,54,54,0,0
4963,80,262,21,12,12,0,0
6098,400,393,776,93,93,0,0
6383,87,340,1140,125,125,0,0
5284,70,262,21,34,34,0,0
7143,149,304,78,76,76,0,0
2753,5,215,10,9,9,1,1
5533,73,226,320,107,107,0,0
2585,9,297,10,9,9,1,1
6573,29,325,120,283,283,20,20
2319,4,257,16,8,8,1,1
2957,113,180,893,8,8,0,0
5095,78,262,21,22,22,0,0
1479,27,246,10,8,8,1,1
711,154,180,6,14,14,2,3
354,16,180,10,13,13,2,3
665,126,291,17,14,14,2,3
1193,10,258,31,9,9,1,1
642,2,224,31,10,10,1,1
2673,17,373,27,9,9,1,2
176,9,180,10,19,19,0,0
6903,228,366,378,84,84,0,0
1197,11,294,10,9,9,1,1
786,4,211,28,10,10,1,1
8121,152,282,297,37,37,0,0
6274,83,413,422,47,47,0,0
6281,67,398,376,59,59,0,0
91,8,180,10,13,13,2,3
1515,1,180,111714,7,6,1,2
7652,165,297,168,120,120,0,0
7944,127,289,808,105,105,0,0
7021,280,286,564,54,54,0,0
530,8,180,10,14,14,0,1
1339,154,180,6,9,9,1,2
996,2,180,10,15,15,1,2
1176,2,180,10,4,4,1,1
2605,9,180,10,8,8,1,1
7939,335,287,616,326,326,0,0
106,17,180,10,14,14,3,4
4819,78,265,21,11,11,0,0
1018,4,201,52,10,10,1,1
131,16,180,10,14,14,2,3
7567,28,298,12,25,25,0,0
7301,23,298,12,25,25,0,0
3123,35,396,73,71,71,0,0
1480,2,180,111614,9,9,1,1
5483,44,291,161,43,43,0,0
5697,81,346,443,166,166,0,0
8144,4,504,14,9,9,1,1
7768,26,289,160,23,23,0,0
3244,7,239,10,19,19,2,3
2825,7,239,10,9,9,1,2
4080,57,350,38,37,37,0,0
5487,60,226,230,107,107,0,0
694,1,180,111113,25,25,1,1
2598,53,226,38,9,9,2,3
1820,3,218,10,35,35,1,1
167,2,180,10,10,10,1,1
367,8,180,10,11,11,3,4
2227,15,224,20,69,69,4,2
6022,95,358,694,108,108,1,1
835,10,180,9,10,10,1,1
7201,100,283,28,27,27,0,0
1323,11,180,9,4,4,1,1
2887,5993,272,2038,8,8,1,1
1569,19,240,31,9,9,1,1
5867,66,371,125,85,85,0,0
5409,81,272,21,87,87,0,0
5768,65,412,596,110,110,0,0
6737,233,285,71,51,51,0,0
1871,16,180,10,54,54,1,2
1559,22,22266,4,4,4,1,1
4761,70,385,172,27,27,0,0
2991,43,335,17,9,9,1,1
3611,2,180,9,13,13,2,3
7877,233,302,1982,224,224,0,0
5304,99,283,34,6,6,0,0
1103,1,180,111612,14,14,0,0
7340,21,298,13,83,83,0,0
3813,410,210,37,36,36,0,0
7108,20,180,19,18,18,0,0
2447,39,352,18,9,9,1,1
2229,4,242,16,9,9,1,1
2807,12,366,25,9,9,1,2
5762,38,395,162,53,53,0,0
7036,110,300,119,118,118,0,0
2960,9,180,9,9,10,1,1
3733,45,356,82,83,83,0,0
2252,2,180,111612,7,7,0,0
1263,3,180,7,8,8,1,1
4099,47,335,32,31,31,0,0
5108,74,262,21,11,11,0,0
6014,85,456,505,50,50,0,0
5956,58,359,81,61,61,0,0
6857,168,305,569,82,82,0,0
7994,46,229,57,109,109,0,0
73,9,180,9,26,25,1,2
1877,3,180,11,9,9,1,2
5769,68,409,496,51,51,0,0
1383,17,180,10,9,9,1,2
2623,3,273,16,9,9,1,1
5469,76,262,21,234,234,0,0
3680,243,347,21,16,17,3,4
7279,24,298,12,126,126,0,0
5044,96,283,32,30,30,0,0
7949,49,291,342,40,40,0,0
1328,15,224,20,4,4,1,1
4700,43,472,390,24,24,0,0
2087,5,180,10,9,9,1,2
1452,14,257,16,9,9,1,1
5579,35,513,390,46,46,0,0
31,37,180,11,10,10,1,1
6604,231,389,193,195,195,2,3
4011,46,335,29,28,28,0,0
6569,87,264,25,24,24,0,0
168,15,180,10,10,10,1,1
3091,45,180,125,9,9,1,2
3651,2,180,11,21,21,5,6
4717,54,262,21,11,11,0,0
4176,44,299,109,108,108,0,0
805,3,256,16,19,19,0,0
4864,35,298,12,41,41,0,0
3647,3,180,8,13,13,2,3
1287,15,180,10,4,4,1,1
7725,15,280,39,158,158,0,0
4953,78,283,29,50,50,0,0
7094,25,283,24,23,23,0,0
1747,1,180,10,9,9,1,1
1417,16,180,10,8,8,0,0
5603,72,340,91,73,73,0,0
1144,807,203,10,11,11,1,2
5859,40,353,152,92,92,0,0
26,6,256,16,15,15,1,2
1894,20,256,22,4,4,1,1
5021,91,283,32,6,6,0,0
4352,62,550,628,59,59,0,0
1172,17,258,10,9,9,1,2
5307,85,262,21,33,33,0,0
3685,16,180,77,17,17,2,3
5537,95,305,799,126,126,0,0
3909,378,404,3859,471,471,0,0
7326,29,298,12,295,295,0,0
500,17,180,10,22,22,1,2
6453,55,378,68,115,115,0,0
437,138,261,16,19,19,0,0
2107,5,218,10,7,6,1,2
5709,96,336,489,58,58,0,0
8127,269,271,299,42,42,0,0
5239,98,283,42,28,28,0,0
2389,6,180,18,8,8,1,1
3882,55,291,85,32,32,0,0
8134,4,502,14,9,9,1,1
3689,3,180,8,12,12,2,3
3248,37,180,11,0,1,0,0
6548,4,352,13,12,12,0,0
3295,9,180,10,15,15,1,2
6762,107,282,45,43,43,0,0
4248,344,517,1734,1733,1733,0,0
4771,85,262,21,24,24,0,0
4128,78,273,84,46,46,0,0
3742,39,285,62,61,61,0,0
5648,49,554,493,21,21,0,0
1864,12,337,23,9,9,1,1
6560,7,363,13,12,12,0,0
2069,5,218,10,9,9,1,2
534,12,180,9,22,22,1,1
6139,78,360,571,118,118,2,3
585,17,377,29,17,17,1,2
2892,4,221,10,8,8,1,1
4655,362,434,62,6,6,0,0
1297,2,180,111714,9,9,1,2
2301,8,180,10,39,39,0,0
4126,92,273,92,52,52,0,0
3454,5,218,10,26,25,1,2
491,16,180,10,31,31,3,4
7291,26,298,12,31,31,0,0
4086,53,403,35,34,34,0,0
5623,33,289,41,303,303,0,0
4947,86,262,21,128,128,0,0
4333,80,283,23,22,22,0,0
4245,35,260,12,11,11,0,0
852,9,220,11,15,15,1,2
2945,3,180,8,37,37,0,0
2589,111,180,127,8,8,1,1
2726,9,237,10,9,9,1,1
2266,17,250,15,58,58,0,0
2750,5247,272,2038,9,9,1,2
7251,27,298,13,6,6,0,0
3852,35,511,32,21,21,0,0
397,2,180,111612,11,11,3,4
5341,72,262,21,20,20,0,0
6782,108,283,45,6,6,0,0
401,2,180,111612,26,26,2,3
1593,14,394,23,9,9,1,1
6502,1,354,7,6,6,0,0
2142,35,180,16,9,9,1,2
4038,75,334,59,58,58,0,0
3703,89,288,36,35,35,0,0
5767,70,412,605,110,110,0,0
5944,57,437,206,241,241,2,2
6074,87,369,550,55,55,0,0
4769,79,283,32,301,301,0,0
573,1,180,111113,10,10,1,2
5255,72,265,21,32,32,0,0
5914,83,411,464,163,163,0,0
2641,54,226,38,8,8,1,1
2131,34,230,10,9,9,1,2
535,12,180,9,14,14,3,4
2358,35,238,13,8,8,1,1
3790,63,455,76,50,50,0,0
4994,77,262,21,114,114,0,0
4660,99,283,27,31,31,0,0
1916,2,180,9,60,60,1,2
3535,8,180,10,13,13,3,4
4958,31,332,81,6,6,0,0
473,8,180,11,17,17,2,3
5684,69,399,491,99,99,0,0
3515,79,267,48,115,115,1,1
881,8,180,10,19,19,1,2
51,37,180,11,10,10,1,2
5137,65,414,122,28,28,0,0
7769,19,287,109,125,125,0,0
6759,200,282,58,39,39,0,0
469,17,258,10,14,14,2,3
3497,55,180,7,14,14,2,3
1940,8,180,10,7,7,1,2
247,12,180,9,15,15,0,0
1954,8,180,11,7,6,1,2
6173,82,372,346,49,49,0,0
865,10,180,16,10,10,1,1
761,9,180,9,11,11,1,2
3286,7,180,10,0,1,0,0
8177,37,299,26,9,9,1,1
1615,13,383,21,9,9,1,2
6208,81,395,1007,79,79,0,0
7189,11,252,23,22,22,0,0
3309,9,180,9,12,13,3,4
425,4,180,14,20,20,1,2
5277,76,262,21,32,32,0,0
5676,81,393,749,64,64,0,0
7690,172,271,44,36,36,0,0
228,14,257,16,15,15,2,3
6027,95,355,776,106,106,2,2
7466,28,260,12,36,36,0,0
693,11,180,88,13,13,1,2
1041,16,180,10,28,28,1,2
3187,46,180,11,19,19,0,0
5595,43,537,475,122,122,0,0
1726,2,180,111612,4,4,1,1
6361,61,582,564,90,90,0,0
6708,145,403,171,170,170,0,0
3567,46,180,11,10,10,1,1
6203,92,391,511,158,158,0,0
2351,4,300,15,9,9,1,1
1128,5,246,16,19,19,0,0
5624,45,478,509,368,368,0,0
4668,76,262,21,99,99,0,0
7464,239,180,16,13,13,0,0
58,9,180,9,30,30,1,2
1626,3,250,15,9,9,1,2
2851,35,499,107,7,6,1,2
8175,51,307,12,8,8,1,1
5680,75,332,231,55,55,0,0
4787,31,298,12,12,12,0,0
96,9,180,9,22,22,1,2
3880,389,284,1125,78,78,0,0
960,175,339,26,24,24,1,2
3668,10,180,45,13,13,2,3
6527,81,366,13,12,12,0,0
877,7,180,10,19,19,1,1
4913,68,262,21,6,6,0,0
156,11,224,20,15,15,1,2
4669,85,298,13,6,6,0,0
3340,8,180,10,23,23,2,3
611,41,180,11,21,21,3,4
6681,36,520,317,68,68,2,2
3077,7,246,19,9,9,1,1
1188,15,224,20,9,9,1,1
4334,91,283,27,26,26,0,0
447,11,258,31,15,15,1,2
8070,11,291,19,28,28,0,0
1765,2,180,9,8,8,1,1
5660,92,349,806,611,611,2,3
592,17,250,15,12,12,2,3
3106,33,389,71,70,70,0,0
4420,78,283,29,27,27,0,0
7347,24,260,12,11,11,0,0
2249,8,180,10,35,35,1,1
2926,1,180,111612,7,6,0,0
2534,12,180,13,4,4,1,1
847,9,299,10,19,19,0,0
3429,9,180,9,11,11,1,1
4162,31,252,50,49,49,0,0
624,240,296,95,13,13,2,3
2173,5,218,10,9,9,1,1
5939,98,357,973,55,55,0,0
2111,6,218,10,9,9,2,3
7336,23,298,12,30,30,0,0
5055,48,275,19,75,75,0,0
756,198,339,26,16,16,1,2
7957,37,288,48,69,69,0,0
4046,79,372,76,75,75,0,0
4075,72,377,51,50,50,0,0
2758,301,297,83,8,8,0,0
7911,153,280,211,114,114,0,0
7162,134,273,119,74,74,0,0
6690,304,358,83,106,106,0,0
6410,99,450,398,186,186,2,3
3145,53,423,62,50,50,0,0
5843,45,349,98,61,61,0,0
5629,54,382,646,442,442,0,0
2020,5,218,10,9,9,1,2
764,5,180,16310,17,17,1,2
2115,8,180,11,68,68,4,6
2865,4,396,14,5,4,0,0
8147,4,383,13,4,4,1,1
2464,12,180,9,9,9,0,0
2006,8,180,11,9,9,2,3
1259,3,180,10,8,8,1,1
5945,52,373,82,78,78,0,0
6225,75,367,353,75,75,0,0
1024,2,180,9,10,10,1,2
4862,95,283,42,17,17,0,0
752,23,180,26,10,10,1,1
3016,20,180,7,8,8,1,1
4518,87,271,21,20,20,0,0
351,6,218,10,13,13,1,2
6994,184,303,231,107,107,0,0
1421,2,180,111714,9,9,1,2
4982,74,262,21,26,26,0,0
1562,10,180,9,9,9,2,3
3989,38,299,27,26,26,0,0
1509,17,240,31,9,9,2,3
6755,165,282,55,41,41,0,0
561,9,258,31,19,19,0,0
6409,86,470,178,116,116,0,0
4372,72,262,21,34,34,0,0
7801,30,288,33,46,46,0,0
7922,29,253,45,275,275,0,0
4423,84,283,30,127,127,0,0
4623,98,283,38,11,11,0,0
1047,2,180,9,10,10,1,1
2333,35,350,35,9,9,1,1
6509,1,350,9,8,8,0,0
414,8,180,10,27,27,5,6
6259,79,365,581,52,52,0,0
7823,11,229,33,56,56,0,0
6372,45,490,414,1654,1654,0,0
7080,178,276,1105,77,77,0,0
2669,210,274,54,8,8,1,1
4950,83,262,21,32,32,0,0
7549,22,298,12,12,12,0,0
3257,38,180,11,10,10,1,1
3693,10,256,16,19,19,2,3
1671,2,180,263987,9,9,1,1
3950,46,397,47,48,48,0,0
6581,243,329,546,246,246,1,2
7018,197,293,197,196,196,0,0
3133,60,403,62,51,51,0,0
1487,10,180,70,8,8,1,1
842,5,180,8,19,19,2,3
1146,6,180,16,11,11,1,2
3172,47,180,15,19,19,0,0
1862,1,180,111612,9,9,2,3
6661,266,388,354,289,289,2,3
1253,11,180,88,8,8,1,1
8183,7,322,17,9,9,1,1
1561,13,397,23,8,8,1,1
4905,74,262,21,9,9,0,0
5064,72,262,21,31,31,0,0
5482,73,305,473,99,99,0,0
3159,8,180,10,0,1,1,0
378,3,256,15,12,12,1,2
7955,68,288,60,24,24,0,0
5528,94,305,404,92,92,0,0
1335,10,180,70,7,6,1,1
1223,11,294,10,4,4,1,1
7923,21,253,40,141,141,0,0
5706,44,360,133,59,59,0,0
2966,421,410,805,9,9,1,1
2858,14,224,20,7,6,1,1
3194,4,180,14,21,21,3,4
2112,4,389,13,9,9,1,2
4667,32,298,12,134,134,0,0
5642,40,470,425,60,60,0,0
6939,388,360,536,388,388,0,0
6133,96,412,800,104,104,2,3
4471,98,516,167,41,41,0,0
2114,4,250,15,9,9,1,2
2404,8,180,11,51,51,0,0
5402,89,262,21,28,28,0,0
8140,8,292,17,9,9,1,1
3826,88,447,150,149,149,0,0
6375,62,396,202,50,50,0,0
5522,54,296,203,54,54,0,0
1575,15,224,20,7,6,1,1
5114,86,283,48,28,27,0,0
2458,12,180,77,8,7,1,1
5656,58,365,92,52,52,0,0
7188,11,252,20,19,19,0,0
1406,11,180,46,9,9,1,1
4417,54,298,17,11,11,0,0
1175,21,180,9,8,8,1,1
5033,69,283,25,16,16,0,0
1557,2,256,15,4,4,1,1
2302,214,271,26,8,8,1,1
6437,321,352,477,335,335,0,0
4706,80,262,21,27,27,0,0
4568,86,262,21,45,45,0,0
6721,298,262,33,18,18,0,0
547,45,180,12,19,19,0,0
5325,76,272,21,11,11,0,0
5499,56,305,398,108,108,0,0
7276,138,224,140,11,11,0,0
1691,17,383,29,8,8,1,1
172,5,180,8,26,26,1,2
4847,93,283,40,37,37,0,0
6477,48,387,226,138,138,0,0
1721,10,256,16,68,68,4,2
5129,35,298,12,6,6,0,0
3018,48,224,20,43,43,4,6
7391,14,260,12,11,11,0,0
2698,1,180,111714,8,7,1,1
8179,6,309,18,9,9,1,1
2578,68,281,23,39,39,0,0
4376,38,294,64,23,23,0,0
4022,57,388,43,42,42,0,0
7416,27,298,12,31,31,0,0
6793,111,283,51,46,46,0,0
2124,8,255,10,9,9,1,2
1038,4,249,16,13,13,2,3
323,19,180,10,10,10,1,1
7999,30,252,60,39,39,0,0
5403,91,283,28,9,9,0,0
4707,82,283,30,11,11,0,0
4561,89,283,32,101,101,0,0
4229,96,301,527,105,105,0,0
7520,132,297,31,25,25,0,0
893,7,180,1991,13,13,2,3
7722,305,237,167,156,156,0,0
2943,16,180,77,9,9,1,2
324,16,180,10,28,28,3,4
1215,12,224,20,4,4,1,1
3288,9,180,167,15,15,0,0
4606,95,283,28,6,6,0,0
4641,33,298,12,31,31,0,0
7451,20,298,13,36,36,0,0
7997,59,252,104,259,259,0,0
2755,2,180,8,39,39,0,0
1129,2,180,9,15,15,1,2
1718,13,180,9,9,9,1,2
2178,14,256,16,5,5,1,1
2913,15,224,20,56,56,0,0
664,23,277,30,22,22,1,2
7748,20,253,35,27,27,0,0
5048,89,262,21,98,98,0,0
208,3,180,111612,19,19,0,0
7709,147,252,143,175,175,0,0
747,15,256,16,11,11,3,4
1507,3,218,12,8,8,1,1
4552,72,262,21,12,12,0,0
798,17,180,10,19,19,2,3
88,14,256,16,19,19,1,1
734,1,180,111714,10,10,1,1
8084,11,229,31,38,38,0,0
4949,78,283,33,6,6,0,0
7929,16,271,34,107,107,0,0
1174,17,180,10,9,9,1,1
8047,22,282,51,39,39,0,0
5309,69,262,21,28,28,0,0
1153,3,218,12,11,11,1,2
198,9,180,9,13,13,2,3
2680,22,258,10,6,6,0,0
3593,42,287,13,22,22,0,0
1097,17,180,10,24,24,4,4
548,14,224,20,11,11,1,1
4679,94,283,41,162,162,0,0
4386,94,283,27,6,6,0,0
4629,86,272,21,6,6,0,0
3217,4,180,14,20,20,0,0
1321,10,258,31,8,8,1,1
3400,8,180,10,20,20,0,0
6467,48,513,282,108,108,0,0
1867,3,180,8,95,95,4,5
4645,87,283,34,6,6,0,0
4252,87,283,27,26,26,0,0
5357,75,262,21,29,29,0,0
3571,6,204,9,11,11,0,0
1775,12,180,9,95,95,4,5
5517,40,305,264,63,63,0,0
5510,56,226,259,67,67,0,0
7470,30,298,12,24,24,0,0
6874,211,343,143,101,101,0,0
4050,53,353,55,54,54,0,0
6385,88,413,513,84,84,0,0
937,145,275,50,15,15,2,3
6982,152,347,111,37,37,0,0
6358,340,432,1408,119,119,2,3
7862,16,229,39,52,52,0,0
7049,213,273,66,65,65,0,0
2191,149,180,62,4,4,1,1
5164,45,496,529,11,11,0,0
4879,96,455,105,11,11,0,0
8166,37,310,100,8,8,1,1
3936,38,299,26,25,25,0,0
3914,391,251,270,269,269,0,0
4995,88,262,21,11,11,0,0
2627,8,180,11,9,9,1,1
3686,245,278,38,17,17,2,3
6950,101,328,451,363,363,0,0
620,3,180,9,14,14,2,3
5148,32,298,12,146,146,0,0
7707,129,253,126,199,199,0,0
5503,71,226,287,86,86,0,0
3260,8,180,10,10,10,2,3
478,10,256,16,13,13,2,3
1352,10,296,10,9,9,1,1
2088,529,296,87,9,9,1,2
4823,94,283,29,136,136,0,0
5885,338,342,1890,322,322,9,10
5035,84,283,33,24,24,0,0
2057,8,180,10,9,9,1,2
1918,2,180,9,9,8,1,1
1033,8,180,10,15,15,1,2
5331,87,265,21,33,33,0,0
286,6,211,18,10,10,1,1
550,2,180,111614,26,26,3,4
5200,33,260,12,64,64,0,0
2855,4,211,28,8,8,1,1
6853,121,297,164,76,76,0,0
5003,88,262,21,16,16,0,0
5647,43,579,253,31,31,0,0
2815,8,180,10,41,41,0,0
7501,123,283,170,26,26,0,0
1425,13,224,20,9,9,1,2
5359,87,283,37,6,6,0,0
7545,17,298,13,6,6,0,0
6302,80,381,375,151,151,0,0
7498,23,298,13,46,46,0,0
2303,15,180,10,37,37,4,5
2283,123,180,62,7,6,1,2
7882,153,296,149,93,93,0,0
6486,344,301,13,12,12,0,0
2098,9,180,70,9,9,1,2
3044,1,180,111612,8,8,1,2
6641,131,365,642,315,315,2,3
3262,9,258,31,13,13,2,3
7756,23,288,45,169,169,0,0
6649,236,407,103,81,81,2,3
5866,42,374,82,78,78,0,0
4897,89,283,32,25,25,0,0
2516,6,256,16,8,8,1,1
3199,9,180,9,25,25,0,0
4296,60,268,33,26,26,0,0
6973,415,352,227,81,81,0,0
701,17,180,10,11,11,3,4
4740,80,283,30,6,6,0,0
4952,76,283,28,118,118,0,0
7752,45,271,70,30,30,0,0
4347,73,265,21,6,6,0,0
5577,58,226,285,52,52,0,0
1554,15,257,16,9,9,1,1
1618,3,250,15,4,4,1,1
8159,7,324,16,8,8,1,1
6951,96,345,56,145,145,0,0
4463,79,262,21,11,11,0,0
6131,67,345,101,64,64,0,0
833,11,256,16,15,15,1,2
4870,74,265,21,33,33,0,0
3815,342,210,32,31,31,0,0
549,8,180,9,26,25,1,2
1020,36,180,12,19,19,0,0
248,12,180,9,20,20,2,4
4921,84,283,35,12,12,0,0
1741,18,250,15,8,8,1,1
296,4,300,15,27,27,2,3
3317,8,180,10,26,26,0,0
57,9,180,9,15,15,2,3
1703,3,180,8,9,9,1,2
3375,4,216,28,0,1,0,0
5832,73,366,226,81,81,0,0
7167,159,282,95,94,94,0,0
5687,67,392,221,47,47,0,0
100,62,299,10,10,10,1,1
4734,87,262,21,37,37,0,0
2481,8,180,13,9,9,1,2
4010,39,299,27,26,26,0,0
2988,135,180,77,9,9,1,1
5934,86,445,322,158,158,0,0
532,41,180,9,15,15,1,2
2778,178,299,92,9,9,1,1
3745,40,459,53,52,52,0,0
7332,15,260,12,6,6,0,0
1370,13,180,348,8,8,1,1
3399,9,180,9,20,20,0,0
346,3,180,8,14,14,2,3
6454,39,392,50,118,118,0,0
2829,72,288,14,30,30,1,2
2476,17,242,10,9,9,1,1
3658,17,180,10,18,18,2,3
681,15,224,20,19,19,1,2
434,16,180,10,21,21,2,4
3684,10,180,36,10,9,2,3
2603,83,180,10,9,9,1,1
3879,39,436,172,46,46,0,0
1489,2,194,15,8,8,1,1
3033,9,180,2,8,8,1,1
7075,20,285,39,20,20,0,0
7620,170,235,168,123,123,0,0
7961,134,288,143,20,20,0,0
2022,5,180,10,9,9,1,2
6823,107,283,50,11,11,0,0
5186,33,298,12,37,37,0,0
2348,358,226,35,8,8,1,1
2842,8,256,22,8,8,1,1
1181,2,180,111612,9,9,1,2
1375,2,180,111612,7,7,1,1
6441,55,337,70,138,138,0,0
6559,1,352,12,9,9,0,0
7799,26,288,105,215,215,0,0
8019,17,229,34,34,34,0,0
626,12,180,9,23,23,2,3
5152,37,298,12,43,43,0,0
6609,107,356,925,1114,1114,2,2
4855,89,283,41,23,23,0,0
5799,68,389,310,42,42,0,0
6764,109,282,39,44,44,0,0
84,76,180,11,12,12,1,2
6778,104,283,44,45,45,0,0
3482,8,180,10,15,15,1,1
4591,87,262,21,31,31,0,0
